"","SYMBOL","GO","EVIDENCE","ONTOLOGY"
"1246","CD44","GO:0005975","TAS","BP"
"1247","CD44","GO:0007160","NAS","BP"
"1248","CD44","GO:0007596","TAS","BP"
"1249","CD44","GO:0009405","TAS","BP"
"1250","CD44","GO:0009897","IEA","CC"
"1251","CD44","GO:0009986","IDA","CC"
"1252","CD44","GO:0010628","IEA","BP"
"1253","CD44","GO:0016055","IEA","BP"
"1254","CD44","GO:0016323","IEA","CC"
"1255","CD44","GO:0016337","NAS","BP"
"1256","CD44","GO:0019221","TAS","BP"
"1257","CD44","GO:0022617","TAS","BP"
"1258","CD44","GO:0030198","TAS","BP"
"1259","CD44","GO:0030203","TAS","BP"
"1260","CD44","GO:0030212","TAS","BP"
"1261","CD44","GO:0030214","IDA","BP"
"1262","CD44","GO:0030214","TAS","BP"
"1263","CD44","GO:0033138","IDA","BP"
"1264","CD44","GO:0034116","IMP","BP"
"1265","CD44","GO:0035692","IDA","CC"
"1266","CD44","GO:0043066","IMP","BP"
"1267","CD44","GO:0043154","IMP","BP"
"1268","CD44","GO:0043518","IDA","BP"
"1269","CD44","GO:0044281","TAS","BP"
"1270","CD44","GO:0044344","IDA","BP"
"1271","CD44","GO:0050731","IDA","BP"
"1272","CD44","GO:0050900","TAS","BP"
"1273","CD44","GO:0051216","IEP","BP"
"1274","CD44","GO:0060333","TAS","BP"
"1275","CD44","GO:0060442","IEA","BP"
"1276","CD44","GO:0070062","IDA","CC"
"1277","CD44","GO:0070374","IDA","BP"
"1278","CD44","GO:0070487","IMP","BP"
"1279","CD44","GO:1900625","IMP","BP"
"1280","CD44","GO:1902166","IDA","BP"
"1281","CCR5","GO:0000165","IEP","BP"
"1282","CCR5","GO:0002407","TAS","BP"
"1283","CCR5","GO:0003779","IDA","MF"
"1284","CCR5","GO:0004435","TAS","MF"
"1285","CCR5","GO:0004950","TAS","MF"
"1286","CCR5","GO:0005515","IPI","MF"
"1287","CCR5","GO:0005737","TAS","CC"
"1288","CCR5","GO:0005768","IDA","CC"
"1289","CCR5","GO:0005886","TAS","CC"
"1290","CCR5","GO:0005887","TAS","CC"
"1291","CCR5","GO:0006816","IDA","BP"
"1292","CCR5","GO:0006935","TAS","BP"
"1293","CCR5","GO:0006954","IEA","BP"
"1294","CCR5","GO:0006955","IEA","BP"
"1295","CCR5","GO:0006968","TAS","BP"
"1296","CCR5","GO:0007166","TAS","BP"
"1297","CCR5","GO:0007186","IMP","BP"
"1298","CCR5","GO:0007204","TAS","BP"
"1299","CCR5","GO:0007267","IDA","BP"
"1300","CCR5","GO:0009897","IDA","CC"
"1301","CCR5","GO:0009986","IDA","CC"
"1302","CCR5","GO:0014808","IDA","BP"
"1303","CCR5","GO:0015026","TAS","MF"
"1304","CCR5","GO:0016032","TAS","BP"
"1305","CCR5","GO:0016493","IDA","MF"
"1306","CCR5","GO:0016493","NAS","MF"
"1307","CCR5","GO:0019722","IDA","BP"
"1308","CCR5","GO:0019957","IPI","MF"
"1309","CCR5","GO:0023052","IEP","BP"
"1310","CCR5","GO:0030260","TAS","BP"
"1311","CCR5","GO:0070098","IDA","BP"
"1312","CCR5","GO:0070098","IEA","BP"
"1313","CCR5","GO:0070098","NAS","BP"
"1314","CCR5","GO:0070098","TAS","BP"
"1315","CCR5","GO:0070723","IMP","BP"
"1316","CCR5","GO:0071222","IEP","BP"
"1317","CCR5","GO:0071791","IPI","MF"
"1318","LOC105378703",NA,NA,NA
"1319","SPATC1","GO:0005737","IEA","CC"
"1320","SPATC1","GO:0005813","IDA","CC"
"1321","SPATC1","GO:0043015","IEA","MF"
"1322","C1orf141",NA,NA,NA
"1323","LOC101929645",NA,NA,NA
"1324","LOC105376672",NA,NA,NA
"1325","ZNF321P",NA,NA,NA
"1326","SERPINB7","GO:0004867","IEA","MF"
"1327","SERPINB7","GO:0005615","IBA","CC"
"1328","SERPINB7","GO:0005737","IEA","CC"
"1329","SERPINB7","GO:0010951","IBA","BP"
"1330","SERPINB7","GO:0032914","IEA","BP"
"1331","SERPINB7","GO:0032967","IEA","BP"
"1332","SERPINB7","GO:0072126","IEA","BP"
"1333","SERPINB7","GO:0090362","IEA","BP"
"1334","AD5",NA,NA,NA
"1335","OR51J1","GO:0004930","IEA","MF"
"1336","OR51J1","GO:0004984","NAS","MF"
"1337","OR51J1","GO:0005886","TAS","CC"
"1338","OR51J1","GO:0007186","IEA","BP"
"1339","OR51J1","GO:0007608","NAS","BP"
"1340","OR51J1","GO:0016021","NAS","CC"
"1341","OR51J1","GO:0050911","NAS","BP"
"1342","MRPL35P2",NA,NA,NA
"1343","KIF1B","GO:0003777","ISS","MF"
"1344","KIF1B","GO:0005515","IPI","MF"
"1345","KIF1B","GO:0005524","IEA","MF"
"1346","KIF1B","GO:0005739","IEA","CC"
"1347","KIF1B","GO:0005871","IBA","CC"
"1348","KIF1B","GO:0005874","IEA","CC"
"1349","KIF1B","GO:0005875","ISS","CC"
"1350","KIF1B","GO:0006915","IEA","BP"
"1351","KIF1B","GO:0007018","IBA","BP"
"1352","KIF1B","GO:0007018","ISS","BP"
"1353","KIF1B","GO:0007270","ISS","BP"
"1354","KIF1B","GO:0007274","ISS","BP"
"1355","KIF1B","GO:0008017","IEA","MF"
"1356","KIF1B","GO:0008089","ISS","BP"
"1357","KIF1B","GO:0008152","IBA","BP"
"1358","KIF1B","GO:0008152","IEA","BP"
"1359","KIF1B","GO:0008152","ISS","BP"
"1360","KIF1B","GO:0008574","IBA","MF"
"1361","KIF1B","GO:0016192","IBA","BP"
"1362","KIF1B","GO:0016887","IBA","MF"
"1363","KIF1B","GO:0016887","ISS","MF"
"1364","KIF1B","GO:0019894","TAS","MF"
"1365","KIF1B","GO:0030659","ISS","CC"
"1366","KIF1B","GO:0030705","IBA","BP"
"1367","KIF1B","GO:0030705","ISS","BP"
"1368","KIF1B","GO:0031410","ISS","CC"
"1369","KIF1B","GO:0043005","ISS","CC"
"1370","KIF1B","GO:0047497","IEA","BP"
"1371","RPL29P4",NA,NA,NA
"1372","GAB1","GO:0004871","IEA","MF"
"1373","GAB1","GO:0005070","TAS","MF"
"1374","GAB1","GO:0005515","IPI","MF"
"1375","GAB1","GO:0005829","TAS","CC"
"1376","GAB1","GO:0006979","IEA","BP"
"1377","GAB1","GO:0007173","TAS","BP"
"1378","GAB1","GO:0007257","IEA","BP"
"1379","GAB1","GO:0007507","IEA","BP"
"1380","GAB1","GO:0008283","TAS","BP"
"1381","GAB1","GO:0008286","TAS","BP"
"1382","GAB1","GO:0008543","TAS","BP"
"1383","GAB1","GO:0008544","IEA","BP"
"1384","GAB1","GO:0030334","IEA","BP"
"1385","GAB1","GO:0038095","TAS","BP"
"1386","GAB1","GO:0045087","TAS","BP"
"1387","GAB1","GO:0048008","IEA","BP"
"1388","GAB1","GO:0048011","TAS","BP"
"1389","GAB1","GO:0048015","TAS","BP"
"1390","GAB1","GO:0060711","IEA","BP"
"1391","GAB1","GO:0070102","IEA","BP"
"1392","COPG1","GO:0000139","ISS","CC"
"1393","COPG1","GO:0005198","IEA","MF"
"1394","COPG1","GO:0005515","IPI","MF"
"1395","COPG1","GO:0005829","TAS","CC"
"1396","COPG1","GO:0006886","IEA","BP"
"1397","COPG1","GO:0006890","TAS","BP"
"1398","COPG1","GO:0030126","ISS","CC"
"1399","COPG1","GO:0048205","TAS","BP"
"1400","COPG1","GO:0051683","ISS","BP"
"1401","COPG1","GO:0061024","TAS","BP"
"1402","COPG1","GO:0072384","ISS","BP"
"1403","TRX-CAT1-7",NA,NA,NA
"1404","LOC102723983",NA,NA,NA
"1405","NPCA2",NA,NA,NA
"1406","BCL2L14","GO:0005515","IPI","MF"
"1407","BCL2L14","GO:0005737","IDA","CC"
"1408","BCL2L14","GO:0005829","IDA","CC"
"1409","BCL2L14","GO:0006915","IDA","BP"
"1410","BCL2L14","GO:0012505","IEA","CC"
"1411","BCL2L14","GO:0016020","IEA","CC"
"1412","BCL2L14","GO:0019901","IPI","MF"
"1413","BCL2L14","GO:0042981","IEA","BP"
"1414","BCL2L14","GO:0043229","IDA","CC"
"1415","BCL2L14","GO:2001238","IDA","BP"
"1416","DLG1","GO:0001658","IEA","BP"
"1417","DLG1","GO:0001771","IEA","BP"
"1418","DLG1","GO:0001772","TAS","CC"
"1419","DLG1","GO:0001935","IDA","BP"
"1420","DLG1","GO:0002088","IEA","BP"
"1421","DLG1","GO:0002369","IEA","BP"
"1422","DLG1","GO:0004385","TAS","MF"
"1423","DLG1","GO:0004721","TAS","MF"
"1424","DLG1","GO:0005515","IPI","MF"
"1425","DLG1","GO:0005605","IEA","CC"
"1426","DLG1","GO:0005634","IDA","CC"
"1427","DLG1","GO:0005737","IDA","CC"
"1428","DLG1","GO:0005783","IDA","CC"
"1429","DLG1","GO:0005789","IEA","CC"
"1430","DLG1","GO:0005794","IDA","CC"
"1431","DLG1","GO:0005829","TAS","CC"
"1432","DLG1","GO:0005874","IDA","CC"
"1433","DLG1","GO:0005886","TAS","CC"
"1434","DLG1","GO:0005911","IDA","CC"
"1435","DLG1","GO:0005923","IDA","CC"
"1436","DLG1","GO:0007015","IDA","BP"
"1437","DLG1","GO:0007093","NAS","BP"
"1438","DLG1","GO:0007163","TAS","BP"
"1439","DLG1","GO:0007268","IBA","BP"
"1440","DLG1","GO:0007268","TAS","BP"
"1441","DLG1","GO:0007399","IBA","BP"
"1442","DLG1","GO:0007411","TAS","BP"
"1443","DLG1","GO:0008022","IPI","MF"
"1444","DLG1","GO:0008092","TAS","MF"
"1445","DLG1","GO:0008284","IEA","BP"
"1446","DLG1","GO:0008328","IBA","CC"
"1447","DLG1","GO:0009898","IDA","CC"
"1448","DLG1","GO:0014069","IBA","CC"
"1449","DLG1","GO:0014704","TAS","CC"
"1450","DLG1","GO:0015459","IDA","MF"
"1451","DLG1","GO:0015459","NAS","MF"
"1452","DLG1","GO:0016032","IEA","BP"
"1453","DLG1","GO:0016311","TAS","BP"
"1454","DLG1","GO:0016323","IDA","CC"
"1455","DLG1","GO:0016328","IEA","CC"
"1456","DLG1","GO:0016337","IDA","BP"
"1457","DLG1","GO:0019901","IPI","MF"
"1458","DLG1","GO:0019902","IPI","MF"
"1459","DLG1","GO:0030054","IDA","CC"
"1460","DLG1","GO:0030432","IEA","BP"
"1461","DLG1","GO:0030838","IEA","BP"
"1462","DLG1","GO:0030866","IDA","BP"
"1463","DLG1","GO:0031253","IEA","CC"
"1464","DLG1","GO:0031434","IPI","MF"
"1465","DLG1","GO:0031579","IEA","BP"
"1466","DLG1","GO:0031594","IEA","CC"
"1467","DLG1","GO:0031641","IEA","BP"
"1468","DLG1","GO:0032147","IEA","BP"
"1469","DLG1","GO:0032947","IEA","MF"
"1470","DLG1","GO:0033268","IEA","CC"
"1471","DLG1","GO:0035255","IBA","MF"
"1472","DLG1","GO:0035748","IEA","CC"
"1473","DLG1","GO:0042110","IEA","BP"
"1474","DLG1","GO:0042130","IEA","BP"
"1475","DLG1","GO:0042383","IEA","CC"
"1476","DLG1","GO:0042391","IDA","BP"
"1477","DLG1","GO:0042982","IEA","BP"
"1478","DLG1","GO:0043113","IBA","BP"
"1479","DLG1","GO:0043219","IEA","CC"
"1480","DLG1","GO:0043268","IDA","BP"
"1481","DLG1","GO:0044325","IPI","MF"
"1482","DLG1","GO:0045121","IEA","CC"
"1483","DLG1","GO:0045197","IBA","BP"
"1484","DLG1","GO:0045211","IBA","CC"
"1485","DLG1","GO:0045930","IMP","BP"
"1486","DLG1","GO:0046939","TAS","BP"
"1487","DLG1","GO:0048471","IDA","CC"
"1488","DLG1","GO:0048608","IEA","BP"
"1489","DLG1","GO:0048704","IEA","BP"
"1490","DLG1","GO:0048745","IEA","BP"
"1491","DLG1","GO:0050680","IEA","BP"
"1492","DLG1","GO:0051898","IEA","BP"
"1493","DLG1","GO:0060022","IEA","BP"
"1494","DLG1","GO:0070062","IDA","CC"
"1495","DLG1","GO:0070830","IDA","BP"
"1496","DLG1","GO:0072659","IMP","BP"
"1497","DLG1","GO:0072659","TAS","BP"
"1498","DLG1","GO:0090004","IDA","BP"
"1499","DLG1","GO:0097016","IPI","MF"
"1500","DLG1","GO:0097025","IDA","CC"
"1501","DLG1","GO:0097120","IBA","BP"
"1502","DLG1","GO:1902305","TAS","BP"
"1503","RNU4-6P",NA,NA,NA
"1504","LOC100996813",NA,NA,NA
"1505","LOC105371277",NA,NA,NA
"1506","MIR7855",NA,NA,NA
"1507","LOC285804",NA,NA,NA
"1508","LINC00644",NA,NA,NA
"1509","ZP4","GO:0002922","IDA","BP"
"1510","ZP4","GO:0004871","IMP","MF"
"1511","ZP4","GO:0005576","TAS","CC"
"1512","ZP4","GO:0005578","IEA","CC"
"1513","ZP4","GO:0005886","IEA","CC"
"1514","ZP4","GO:0007338","TAS","BP"
"1515","ZP4","GO:0007339","TAS","BP"
"1516","ZP4","GO:0010737","IDA","BP"
"1517","ZP4","GO:0016021","IEA","CC"
"1518","ZP4","GO:0032190","IPI","MF"
"1519","ZP4","GO:0032504","TAS","BP"
"1520","ZP4","GO:0035556","IMP","BP"
"1521","ZP4","GO:0042102","IDA","BP"
"1522","ZP4","GO:0045860","IDA","BP"
"1523","ZP4","GO:0060478","IMP","BP"
"1524","ZP4","GO:0070528","IMP","BP"
"1525","ZP4","GO:2000344","IDA","BP"
"1526","ZP4","GO:2000360","IDA","BP"
"1527","LOC101927006",NA,NA,NA
"1528","OR51A1P",NA,NA,NA
"1529","LOC100533638",NA,NA,NA
"1530","LOC100418642",NA,NA,NA
"1531","CYB5R2","GO:0004128","IDA","MF"
"1532","CYB5R2","GO:0005515","IPI","MF"
"1533","CYB5R2","GO:0005634","IDA","CC"
"1534","CYB5R2","GO:0005739","IEA","CC"
"1535","CYB5R2","GO:0016020","IDA","CC"
"1536","CYB5R2","GO:0016126","IEA","BP"
"1537","CYB5R2","GO:0055114","IDA","BP"
"1538","C5AR1","GO:0000187","TAS","BP"
"1539","C5AR1","GO:0001856","IEA","MF"
"1540","C5AR1","GO:0004878","IDA","MF"
"1541","C5AR1","GO:0004944","IDA","MF"
"1542","C5AR1","GO:0005886","TAS","CC"
"1543","C5AR1","GO:0005887","TAS","CC"
"1544","C5AR1","GO:0006915","IEA","BP"
"1545","C5AR1","GO:0006935","TAS","BP"
"1546","C5AR1","GO:0006954","IEA","BP"
"1547","C5AR1","GO:0006955","TAS","BP"
"1548","C5AR1","GO:0006968","TAS","BP"
"1549","C5AR1","GO:0007165","TAS","BP"
"1550","C5AR1","GO:0007202","TAS","BP"
"1551","C5AR1","GO:0007204","IEA","BP"
"1552","C5AR1","GO:0007606","TAS","BP"
"1553","C5AR1","GO:0009986","IEA","CC"
"1554","C5AR1","GO:0016023","IEA","CC"
"1555","C5AR1","GO:0016323","IDA","CC"
"1556","C5AR1","GO:0021534","IEA","BP"
"1557","C5AR1","GO:0030593","IEA","BP"
"1558","C5AR1","GO:0031100","IEA","BP"
"1559","C5AR1","GO:0032494","IEA","BP"
"1560","C5AR1","GO:0032496","IEA","BP"
"1561","C5AR1","GO:0038178","IDA","BP"
"1562","C5AR1","GO:0042789","IDA","BP"
"1563","C5AR1","GO:0043524","IEA","BP"
"1564","C5AR1","GO:0045177","IDA","CC"
"1565","C5AR1","GO:0050679","IDA","BP"
"1566","C5AR1","GO:0050830","IEA","BP"
"1567","C5AR1","GO:0070374","IDA","BP"
"1568","SRSF6","GO:0000166","IEA","MF"
"1569","SRSF6","GO:0000380","IDA","BP"
"1570","SRSF6","GO:0000381","IDA","BP"
"1571","SRSF6","GO:0000381","IMP","BP"
"1572","SRSF6","GO:0000398","TAS","BP"
"1573","SRSF6","GO:0003723","IDA","MF"
"1574","SRSF6","GO:0005515","IPI","MF"
"1575","SRSF6","GO:0005654","IDA","CC"
"1576","SRSF6","GO:0005654","TAS","CC"
"1577","SRSF6","GO:0006366","TAS","BP"
"1578","SRSF6","GO:0006369","TAS","BP"
"1579","SRSF6","GO:0006376","IMP","BP"
"1580","SRSF6","GO:0006406","TAS","BP"
"1581","SRSF6","GO:0008380","TAS","BP"
"1582","SRSF6","GO:0010467","TAS","BP"
"1583","SRSF6","GO:0010837","IMP","BP"
"1584","SRSF6","GO:0016607","IDA","CC"
"1585","SRSF6","GO:0031124","TAS","BP"
"1586","SRSF6","GO:0036002","IDA","MF"
"1587","SRSF6","GO:0044822","IDA","MF"
"1588","SRSF6","GO:0045617","IMP","BP"
"1589","SRSF6","GO:0048025","IDA","BP"
"1590","SRSF6","GO:0060501","IDA","BP"
"1591","SRSF6","GO:0060548","IDA","BP"
"1592","SRSF6","GO:0061041","IMP","BP"
"1593","SEPT5","GO:0000910","TAS","BP"
"1594","SEPT5","GO:0003924","TAS","MF"
"1595","SEPT5","GO:0005198","TAS","MF"
"1596","SEPT5","GO:0005515","IPI","MF"
"1597","SEPT5","GO:0005525","IEA","MF"
"1598","SEPT5","GO:0005856","IEA","CC"
"1599","SEPT5","GO:0005886","IDA","CC"
"1600","SEPT5","GO:0005938","IEA","CC"
"1601","SEPT5","GO:0008021","IDA","CC"
"1602","SEPT5","GO:0008152","TAS","BP"
"1603","SEPT5","GO:0016080","TAS","BP"
"1604","SEPT5","GO:0017157","IMP","BP"
"1605","SEPT5","GO:0043195","IEA","CC"
"1606","SEPT5","GO:2000300","TAS","BP"
"1607","TRF-GAA1-2",NA,NA,NA
"1608","LOC105374701",NA,NA,NA
"1609","MRX5",NA,NA,NA
"1610","DLG5","GO:0005515","IPI","MF"
"1611","DLG5","GO:0005737","TAS","CC"
"1612","DLG5","GO:0005886","IEA","CC"
"1613","DLG5","GO:0005913","IEA","CC"
"1614","DLG5","GO:0006461","IEA","BP"
"1615","DLG5","GO:0007165","TAS","BP"
"1616","DLG5","GO:0008013","IDA","MF"
"1617","DLG5","GO:0008092","IDA","MF"
"1618","DLG5","GO:0008285","TAS","BP"
"1619","DLG5","GO:0016337","NAS","BP"
"1620","DLG5","GO:0030159","NAS","MF"
"1621","DLG5","GO:0030859","IEA","BP"
"1622","DLG5","GO:0030901","IEA","BP"
"1623","DLG5","GO:0035556","NAS","BP"
"1624","DLG5","GO:0042981","IEA","BP"
"1625","DLG5","GO:0045176","IEA","BP"
"1626","DLG5","GO:0045186","IEA","BP"
"1627","DLG5","GO:0045197","IEA","BP"
"1628","DLG5","GO:0060441","IEA","BP"
"1629","DLG5","GO:0071896","IEA","BP"
"1630","DLG5","GO:0072205","IEA","BP"
"1631","DIP2A","GO:0003824","IEA","MF"
"1632","DIP2A","GO:0005515","IPI","MF"
"1633","DIP2A","GO:0005634","IEA","CC"
"1634","DIP2A","GO:0007275","IEA","BP"
"1635","DIP2A","GO:0008134","IEA","MF"
"1636","DIP2A","GO:0008152","IEA","BP"
"1637","DIP2A","GO:0009986","IDA","CC"
"1638","DIP2A","GO:0010629","IDA","BP"
"1639","DIP2A","GO:0042981","IMP","BP"
"1640","RNA5SP209",NA,NA,NA
"1641","LOC105374311",NA,NA,NA
"1642","CXorf23","GO:0005739","IEA","CC"
"1643","COX18","GO:0008535","IGI","BP"
"1644","COX18","GO:0008565","IGI","MF"
"1645","COX18","GO:0015031","IGI","BP"
"1646","COX18","GO:0031305","IDA","CC"
"1647","COX18","GO:0051204","IGI","BP"
"1648","LOC105374766",NA,NA,NA
"1649","ACE","GO:0001822","IMP","BP"
"1650","ACE","GO:0001974","IC","BP"
"1651","ACE","GO:0002003","TAS","BP"
"1652","ACE","GO:0002005","IC","BP"
"1653","ACE","GO:0002019","IC","BP"
"1654","ACE","GO:0002446","ISS","BP"
"1655","ACE","GO:0002474","TAS","BP"
"1656","ACE","GO:0003081","IC","BP"
"1657","ACE","GO:0003081","IMP","BP"
"1658","ACE","GO:0003779","IDA","MF"
"1659","ACE","GO:0004175","IDA","MF"
"1660","ACE","GO:0004180","IEA","MF"
"1661","ACE","GO:0005515","IPI","MF"
"1662","ACE","GO:0005576","TAS","CC"
"1663","ACE","GO:0005615","IDA","CC"
"1664","ACE","GO:0005764","IDA","CC"
"1665","ACE","GO:0005768","IDA","CC"
"1666","ACE","GO:0005886","IDA","CC"
"1667","ACE","GO:0005886","TAS","CC"
"1668","ACE","GO:0006508","IEA","BP"
"1669","ACE","GO:0007283","ISS","BP"
"1670","ACE","GO:0008144","IDA","MF"
"1671","ACE","GO:0008217","ISS","BP"
"1672","ACE","GO:0008237","IDA","MF"
"1673","ACE","GO:0008237","ISS","MF"
"1674","ACE","GO:0008238","IDA","MF"
"1675","ACE","GO:0008240","IDA","MF"
"1676","ACE","GO:0008241","IDA","MF"
"1677","ACE","GO:0008241","ISS","MF"
"1678","ACE","GO:0008270","IDA","MF"
"1679","ACE","GO:0009897","IDA","CC"
"1680","ACE","GO:0014910","ISS","BP"
"1681","ACE","GO:0016021","IEA","CC"
"1682","ACE","GO:0019229","IC","BP"
"1683","ACE","GO:0031404","IDA","MF"
"1684","ACE","GO:0031434","IPI","MF"
"1685","ACE","GO:0031711","IPI","MF"
"1686","ACE","GO:0032943","IC","BP"
"1687","ACE","GO:0042312","IC","BP"
"1688","ACE","GO:0042447","IDA","BP"
"1689","ACE","GO:0042447","ISS","BP"
"1690","ACE","GO:0043171","IDA","BP"
"1691","ACE","GO:0044267","TAS","BP"
"1692","ACE","GO:0050435","IDA","BP"
"1693","ACE","GO:0050482","IDA","BP"
"1694","ACE","GO:0051019","IPI","MF"
"1695","ACE","GO:0060047","ISS","BP"
"1696","ACE","GO:0060177","IDA","BP"
"1697","ACE","GO:0060218","IC","BP"
"1698","ACE","GO:0061098","ISS","BP"
"1699","ACE","GO:0070062","IDA","CC"
"1700","ACE","GO:0071838","ISS","BP"
"1701","ACE","GO:1900086","ISS","BP"
"1702","ACE","GO:1902033","IC","BP"
"1703","ACE","GO:1902033","ISS","BP"
"1704","ACE","GO:1903597","ISS","BP"
"1705","ACE","GO:2000170","ISS","BP"
"1706","NEDD4","GO:0000151","ISS","CC"
"1707","NEDD4","GO:0000785","IDA","CC"
"1708","NEDD4","GO:0002250","IEA","BP"
"1709","NEDD4","GO:0003151","IEA","BP"
"1710","NEDD4","GO:0003197","IEA","BP"
"1711","NEDD4","GO:0005515","IPI","MF"
"1712","NEDD4","GO:0005634","IBA","CC"
"1713","NEDD4","GO:0005737","IDA","CC"
"1714","NEDD4","GO:0005794","IDA","CC"
"1715","NEDD4","GO:0005829","ISS","CC"
"1716","NEDD4","GO:0005829","TAS","CC"
"1717","NEDD4","GO:0005886","IDA","CC"
"1718","NEDD4","GO:0005886","IMP","CC"
"1719","NEDD4","GO:0005938","IDA","CC"
"1720","NEDD4","GO:0006513","IEA","BP"
"1721","NEDD4","GO:0006622","IDA","BP"
"1722","NEDD4","GO:0007041","IDA","BP"
"1723","NEDD4","GO:0007528","IEA","BP"
"1724","NEDD4","GO:0010766","IDA","BP"
"1725","NEDD4","GO:0010768","IMP","BP"
"1726","NEDD4","GO:0014068","IMP","BP"
"1727","NEDD4","GO:0016327","TAS","CC"
"1728","NEDD4","GO:0016567","IDA","BP"
"1729","NEDD4","GO:0016874","IEA","MF"
"1730","NEDD4","GO:0019089","IMP","BP"
"1731","NEDD4","GO:0019221","TAS","BP"
"1732","NEDD4","GO:0019871","IDA","MF"
"1733","NEDD4","GO:0019904","IPI","MF"
"1734","NEDD4","GO:0030948","ISS","BP"
"1735","NEDD4","GO:0031175","IEP","BP"
"1736","NEDD4","GO:0031623","IDA","BP"
"1737","NEDD4","GO:0031698","IDA","MF"
"1738","NEDD4","GO:0032801","IDA","BP"
"1739","NEDD4","GO:0034644","IMP","BP"
"1740","NEDD4","GO:0034765","IDA","BP"
"1741","NEDD4","GO:0042110","IEA","BP"
"1742","NEDD4","GO:0042391","IDA","BP"
"1743","NEDD4","GO:0042787","IDA","BP"
"1744","NEDD4","GO:0042787","IMP","BP"
"1745","NEDD4","GO:0042921","IDA","BP"
"1746","NEDD4","GO:0043130","IDA","MF"
"1747","NEDD4","GO:0043162","IMP","BP"
"1748","NEDD4","GO:0044111","IMP","BP"
"1749","NEDD4","GO:0045732","IDA","BP"
"1750","NEDD4","GO:0046824","IDA","BP"
"1751","NEDD4","GO:0048471","IDA","CC"
"1752","NEDD4","GO:0048514","IEA","BP"
"1753","NEDD4","GO:0048814","ISS","BP"
"1754","NEDD4","GO:0050807","IEA","BP"
"1755","NEDD4","GO:0050815","ISS","MF"
"1756","NEDD4","GO:0050816","ISS","MF"
"1757","NEDD4","GO:0050847","IDA","BP"
"1758","NEDD4","GO:0051592","TAS","BP"
"1759","NEDD4","GO:0061630","IDA","MF"
"1760","NEDD4","GO:0070062","IDA","CC"
"1761","NEDD4","GO:0070063","IPI","MF"
"1762","NEDD4","GO:0070064","IMP","MF"
"1763","NEDD4","GO:0070064","IPI","MF"
"1764","NEDD4","GO:0070534","ISS","BP"
"1765","NEDD4","GO:1901016","IDA","BP"
"1766","KRT8P39",NA,NA,NA
"1767","TRK-TTT1-1",NA,NA,NA
"1768","LOC100288420",NA,NA,NA
"1769","EEF1B2P5",NA,NA,NA
"1770","ASPH","GO:0004597","IEA","MF"
"1771","ASPH","GO:0005198","TAS","MF"
"1772","ASPH","GO:0005509","IDA","MF"
"1773","ASPH","GO:0005509","NAS","MF"
"1774","ASPH","GO:0005513","TAS","BP"
"1775","ASPH","GO:0005515","IPI","MF"
"1776","ASPH","GO:0005783","IDA","CC"
"1777","ASPH","GO:0005789","NAS","CC"
"1778","ASPH","GO:0005886","IDA","CC"
"1779","ASPH","GO:0006936","TAS","BP"
"1780","ASPH","GO:0007389","IEA","BP"
"1781","ASPH","GO:0008285","IEA","BP"
"1782","ASPH","GO:0008307","TAS","MF"
"1783","ASPH","GO:0009055","TAS","MF"
"1784","ASPH","GO:0010524","IDA","BP"
"1785","ASPH","GO:0010649","TAS","BP"
"1786","ASPH","GO:0010880","TAS","BP"
"1787","ASPH","GO:0010881","ISS","BP"
"1788","ASPH","GO:0010881","TAS","BP"
"1789","ASPH","GO:0014701","TAS","CC"
"1790","ASPH","GO:0016021","IEA","CC"
"1791","ASPH","GO:0030176","IDA","CC"
"1792","ASPH","GO:0031585","IDA","BP"
"1793","ASPH","GO:0031647","IEA","BP"
"1794","ASPH","GO:0032237","IDA","BP"
"1795","ASPH","GO:0032541","IDA","CC"
"1796","ASPH","GO:0033017","IEA","CC"
"1797","ASPH","GO:0033017","TAS","CC"
"1798","ASPH","GO:0033018","TAS","CC"
"1799","ASPH","GO:0033198","IDA","BP"
"1800","ASPH","GO:0034704","TAS","CC"
"1801","ASPH","GO:0035108","IEA","BP"
"1802","ASPH","GO:0042264","IEA","BP"
"1803","ASPH","GO:0044325","TAS","MF"
"1804","ASPH","GO:0045862","IDA","BP"
"1805","ASPH","GO:0045893","IMP","BP"
"1806","ASPH","GO:0055114","IEA","BP"
"1807","ASPH","GO:0060021","IEA","BP"
"1808","ASPH","GO:0060314","TAS","BP"
"1809","ASPH","GO:0060316","TAS","BP"
"1810","ASPH","GO:0060325","IEA","BP"
"1811","ASPH","GO:0070588","IDA","BP"
"1812","ASPH","GO:0071277","IDA","BP"
"1813","ASPH","GO:0090316","IDA","BP"
"1814","ASPH","GO:0097202","IDA","BP"
"1815","ASPH","GO:1901879","IEA","BP"
"1816","TSC22D1","GO:0003700","IEA","MF"
"1817","TSC22D1","GO:0005515","IPI","MF"
"1818","TSC22D1","GO:0005634","IEA","CC"
"1819","TSC22D1","GO:0005737","IEA","CC"
"1820","TSC22D1","GO:0006355","IEA","BP"
"1821","TSC22D1","GO:0006366","TAS","BP"
"1822","TSC22D1","GO:0008284","IEA","BP"
"1823","TSC22D1","GO:0043065","IEA","BP"
"1824","TSC22D1","GO:0043066","IEA","BP"
"1825","LOC105373884",NA,NA,NA
"1826","MDS2",NA,NA,NA
