"","SYMBOL","GO","EVIDENCE","ONTOLOGY"
"3835","SEMA7A","GO:0009897","ISS","CC"
"3836","SEMA7A","GO:0016020","IDA","CC"
"3837","SEMA7A","GO:0021988","IEA","BP"
"3838","SEMA7A","GO:0031225","IEA","CC"
"3839","SEMA7A","GO:0045773","IDA","BP"
"3840","SEMA7A","GO:0048675","IEA","BP"
"3841","SEMA7A","GO:0050727","ISS","BP"
"3842","SEMA7A","GO:0060907","ISS","BP"
"3843","SEMA7A","GO:0070374","IDA","BP"
"3844","RNA5SP466",NA,NA,NA
"3845","WNT3A","GO:0001649","IEA","BP"
"3846","WNT3A","GO:0001701","IEA","BP"
"3847","WNT3A","GO:0001934","IDA","BP"
"3848","WNT3A","GO:0001947","IEA","BP"
"3849","WNT3A","GO:0002092","IDA","BP"
"3850","WNT3A","GO:0003136","IDA","BP"
"3851","WNT3A","GO:0003713","ISS","MF"
"3852","WNT3A","GO:0005109","IBA","MF"
"3853","WNT3A","GO:0005110","IEA","MF"
"3854","WNT3A","GO:0005515","IPI","MF"
"3855","WNT3A","GO:0005576","TAS","CC"
"3856","WNT3A","GO:0005578","IEA","CC"
"3857","WNT3A","GO:0005615","IBA","CC"
"3858","WNT3A","GO:0005615","ISS","CC"
"3859","WNT3A","GO:0005788","TAS","CC"
"3860","WNT3A","GO:0005796","TAS","CC"
"3861","WNT3A","GO:0005886","TAS","CC"
"3862","WNT3A","GO:0007411","IEA","BP"
"3863","WNT3A","GO:0008284","ISS","BP"
"3864","WNT3A","GO:0009986","ISS","CC"
"3865","WNT3A","GO:0010387","ISS","BP"
"3866","WNT3A","GO:0010977","ISS","BP"
"3867","WNT3A","GO:0019904","IEA","MF"
"3868","WNT3A","GO:0021527","IEA","BP"
"3869","WNT3A","GO:0021766","IEA","BP"
"3870","WNT3A","GO:0021846","ISS","BP"
"3871","WNT3A","GO:0021874","IEA","BP"
"3872","WNT3A","GO:0021904","IEA","BP"
"3873","WNT3A","GO:0030097","IEA","BP"
"3874","WNT3A","GO:0030182","IBA","BP"
"3875","WNT3A","GO:0030182","ISS","BP"
"3876","WNT3A","GO:0030198","IEA","BP"
"3877","WNT3A","GO:0030879","IEA","BP"
"3878","WNT3A","GO:0030890","IEA","BP"
"3879","WNT3A","GO:0031901","TAS","CC"
"3880","WNT3A","GO:0032092","IDA","BP"
"3881","WNT3A","GO:0033138","IDA","BP"
"3882","WNT3A","GO:0034613","IEA","BP"
"3883","WNT3A","GO:0035413","IDA","BP"
"3884","WNT3A","GO:0035914","IEA","BP"
"3885","WNT3A","GO:0036342","IEA","BP"
"3886","WNT3A","GO:0042472","IEA","BP"
"3887","WNT3A","GO:0043280","IEA","BP"
"3888","WNT3A","GO:0045599","IEA","BP"
"3889","WNT3A","GO:0045893","ISS","BP"
"3890","WNT3A","GO:0045944","IDA","BP"
"3891","WNT3A","GO:0048018","IDA","MF"
"3892","WNT3A","GO:0048337","IDA","BP"
"3893","WNT3A","GO:0048343","IEA","BP"
"3894","WNT3A","GO:0048697","IEA","BP"
"3895","WNT3A","GO:0048843","IEA","BP"
"3896","WNT3A","GO:0050768","ISS","BP"
"3897","WNT3A","GO:0051091","IEA","BP"
"3898","WNT3A","GO:0060021","IMP","BP"
"3899","WNT3A","GO:0060070","IDA","BP"
"3900","WNT3A","GO:0061098","IEA","BP"
"3901","WNT3A","GO:0061184","IDA","BP"
"3902","WNT3A","GO:0061317","IDA","BP"
"3903","WNT3A","GO:0070507","IEA","BP"
"3904","WNT3A","GO:0070527","IEA","BP"
"3905","WNT3A","GO:0071300","ISS","BP"
"3906","WNT3A","GO:0090090","TAS","BP"
"3907","WNT3A","GO:0090245","IEA","BP"
"3908","WNT3A","GO:0090263","IDA","BP"
"3909","WNT3A","GO:0090263","TAS","BP"
"3910","WNT3A","GO:2000049","IEA","BP"
"3911","WNT3A","GO:2000081","IEA","BP"
"3912","WNT3A","GO:2000179","IEA","BP"
"3913","WNT3A","GO:2000727","IDA","BP"
"3914","CEACAM8","GO:0005615","TAS","CC"
"3915","CEACAM8","GO:0005886","TAS","CC"
"3916","CEACAM8","GO:0005887","TAS","CC"
"3917","CEACAM8","GO:0006955","TAS","BP"
"3918","CEACAM8","GO:0007596","TAS","BP"
"3919","CEACAM8","GO:0031225","IEA","CC"
"3920","CEACAM8","GO:0050900","TAS","BP"
"3921","CEACAM8","GO:0070062","IDA","CC"
"3922","LINC00484",NA,NA,NA
"3923","LOC105377497",NA,NA,NA
"3924","NOL11","GO:0005515","IPI","MF"
"3925","NOL11","GO:0005730","IDA","CC"
"3926","NOL11","GO:0006351","IEA","BP"
"3927","NOL11","GO:0030490","IMP","BP"
"3928","NOL11","GO:0034455","IDA","CC"
"3929","NOL11","GO:0044822","IDA","MF"
"3930","NOL11","GO:1901838","IMP","BP"
"3931","ASPRV1","GO:0004190","IDA","MF"
"3932","ASPRV1","GO:0006508","IEA","BP"
"3933","ASPRV1","GO:0016021","NAS","CC"
"3934","ASPRV1","GO:0016485","IDA","BP"
"3935","ASPRV1","GO:0043588","ISS","BP"
"3936","LOC105370900",NA,NA,NA
"3937","CNOT3","GO:0000288","TAS","BP"
"3938","CNOT3","GO:0000289","TAS","BP"
"3939","CNOT3","GO:0000932","ISS","CC"
"3940","CNOT3","GO:0001829","IEA","BP"
"3941","CNOT3","GO:0005515","IPI","MF"
"3942","CNOT3","GO:0005634","IEA","CC"
"3943","CNOT3","GO:0005829","TAS","CC"
"3944","CNOT3","GO:0006351","IEA","BP"
"3945","CNOT3","GO:0006355","IEA","BP"
"3946","CNOT3","GO:0006417","IEA","BP"
"3947","CNOT3","GO:0010467","TAS","BP"
"3948","CNOT3","GO:0030014","IDA","CC"
"3949","CNOT3","GO:0031047","IEA","BP"
"3950","CNOT3","GO:2000036","IMP","BP"
"3951","LOC284578",NA,NA,NA
"3952","MIR4756",NA,NA,NA
"3953","VKORC1","GO:0005789","TAS","CC"
"3954","VKORC1","GO:0007596","IMP","BP"
"3955","VKORC1","GO:0016021","IEA","CC"
"3956","VKORC1","GO:0017144","IMP","BP"
"3957","VKORC1","GO:0017187","IMP","BP"
"3958","VKORC1","GO:0017187","TAS","BP"
"3959","VKORC1","GO:0042373","IDA","BP"
"3960","VKORC1","GO:0043687","TAS","BP"
"3961","VKORC1","GO:0044267","TAS","BP"
"3962","VKORC1","GO:0047057","IDA","MF"
"3963","VKORC1","GO:0048038","IEA","MF"
"3964","VKORC1","GO:0055114","IEA","BP"
"3965","VKORC1","GO:0060348","ISS","BP"
"3966","RNF219","GO:0005515","IPI","MF"
"3967","RNF219","GO:0008270","IEA","MF"
"3968","RNF219","GO:0048026","IEA","BP"
"3969","FLJ16423",NA,NA,NA
"3970","BUB1","GO:0000278","TAS","BP"
"3971","BUB1","GO:0000776","IDA","CC"
"3972","BUB1","GO:0000777","IDA","CC"
"3973","BUB1","GO:0000942","IDA","CC"
"3974","BUB1","GO:0004672","TAS","MF"
"3975","BUB1","GO:0004674","IEA","MF"
"3976","BUB1","GO:0005515","IPI","MF"
"3977","BUB1","GO:0005524","IEA","MF"
"3978","BUB1","GO:0005654","IDA","CC"
"3979","BUB1","GO:0005737","IDA","CC"
"3980","BUB1","GO:0005829","TAS","CC"
"3981","BUB1","GO:0006468","IEA","BP"
"3982","BUB1","GO:0006915","IEA","BP"
"3983","BUB1","GO:0007059","IEA","BP"
"3984","BUB1","GO:0007063","IDA","BP"
"3985","BUB1","GO:0007067","IEA","BP"
"3986","BUB1","GO:0007093","TAS","BP"
"3987","BUB1","GO:0007094","TAS","BP"
"3988","BUB1","GO:0008283","IEA","BP"
"3989","BUB1","GO:0016020","IDA","CC"
"3990","BUB1","GO:0016032","IEA","BP"
"3991","BUB1","GO:0051301","IEA","BP"
"3992","BUB1","GO:0051983","IMP","BP"
"3993","BUB1","GO:0071173","IDA","BP"
"3994","BUB1","GO:0071173","IMP","BP"
"3995","BUB1","GO:2001244","IEA","BP"
"3996","PTCHD4","GO:0003674","ND","MF"
"3997","PTCHD4","GO:0005575","ND","CC"
"3998","PTCHD4","GO:0007165","IEA","BP"
"3999","PTCHD4","GO:0008150","ND","BP"
"4000","PTCHD4","GO:0008158","IEA","MF"
"4001","PTCHD4","GO:0016021","IEA","CC"
"4002","ZDHHC4","GO:0005794","IDA","CC"
"4003","ZDHHC4","GO:0008152","IEA","BP"
"4004","ZDHHC4","GO:0008270","IEA","MF"
"4005","ZDHHC4","GO:0016021","IEA","CC"
"4006","ZDHHC4","GO:0019706","IEA","MF"
"4007","LOC105379653",NA,NA,NA
"4008","CFAP36","GO:0005634","IEA","CC"
"4009","CFAP36","GO:0005737","IEA","CC"
"4010","CFAP36","GO:0042995","IEA","CC"
"4011","CROT","GO:0005102","IPI","MF"
"4012","CROT","GO:0005739","IEA","CC"
"4013","CROT","GO:0005777","IDA","CC"
"4014","CROT","GO:0005777","NAS","CC"
"4015","CROT","GO:0005782","TAS","CC"
"4016","CROT","GO:0006091","IDA","BP"
"4017","CROT","GO:0006631","IMP","BP"
"4018","CROT","GO:0006635","IDA","BP"
"4019","CROT","GO:0008458","IDA","MF"
"4020","CROT","GO:0009437","ISS","BP"
"4021","CROT","GO:0015908","IEA","BP"
"4022","CROT","GO:0015936","ISS","BP"
"4023","CROT","GO:0033540","TAS","BP"
"4024","CROT","GO:0043231","IDA","CC"
"4025","CROT","GO:0044255","TAS","BP"
"4026","CROT","GO:0044281","TAS","BP"
"4027","CROT","GO:0051791","IDA","BP"
"4028","LOC105377976",NA,NA,NA
"4029","SHF","GO:0006915","IEA","BP"
"4030","CORO2B","GO:0003779","NAS","MF"
"4031","CORO2B","GO:0005515","IPI","MF"
"4032","CORO2B","GO:0005737","IEA","CC"
"4033","CORO2B","GO:0015629","IBA","CC"
"4034","CORO2B","GO:0015629","NAS","CC"
"4035","CORO2B","GO:0016020","NAS","CC"
"4036","CORO2B","GO:0030036","IBA","BP"
"4037","CORO2B","GO:0030036","NAS","BP"
"4038","CORO2B","GO:0051015","IBA","MF"
"4039","RIMBP3B",NA,NA,NA
"4040","RHOT2","GO:0003924","IEA","MF"
"4041","RHOT2","GO:0005509","IEA","MF"
"4042","RHOT2","GO:0005515","IPI","MF"
"4043","RHOT2","GO:0005525","IEA","MF"
"4044","RHOT2","GO:0005829","TAS","CC"
"4045","RHOT2","GO:0005886","TAS","CC"
"4046","RHOT2","GO:0007264","TAS","BP"
"4047","RHOT2","GO:0008152","IEA","BP"
"4048","RHOT2","GO:0016020","IDA","CC"
"4049","RHOT2","GO:0019725","IMP","BP"
"4050","RHOT2","GO:0031307","IDA","CC"
"4051","RHOT2","GO:0047497","IMP","BP"
"4052","RHOT2","GO:0051056","TAS","BP"
"4053","RHOT2","GO:0070062","IDA","CC"
"4054","RHOT2","GO:0097345","IMP","BP"
"4055","LOC105379142",NA,NA,NA
"4056","CCM2L","GO:0003209","IEA","BP"
"4057","CCM2L","GO:0003222","IEA","BP"
"4058","CCM2L","GO:0003674","ND","MF"
"4059","CCM2L","GO:0005575","ND","CC"
"4060","CCM2L","GO:0008150","ND","BP"
"4061","CCM2L","GO:0032091","IEA","BP"
"4062","CCM2L","GO:0034111","IEA","BP"
"4063","CCM2L","GO:0042060","IEA","BP"
"4064","CCM2L","GO:0055017","IEA","BP"
"4065","CCM2L","GO:0090271","IEA","BP"
"4066","MIC7",NA,NA,NA
"4067","RBMY2WP",NA,NA,NA
"4068","DCTN4","GO:0005515","IPI","MF"
"4069","DCTN4","GO:0005634","TAS","CC"
"4070","DCTN4","GO:0005737","TAS","CC"
"4071","DCTN4","GO:0005813","IDA","CC"
"4072","DCTN4","GO:0005829","TAS","CC"
"4073","DCTN4","GO:0005868","IBA","CC"
"4074","DCTN4","GO:0005869","IBA","CC"
"4075","DCTN4","GO:0007097","IBA","BP"
"4076","DCTN4","GO:0019886","TAS","BP"
"4077","DCTN4","GO:0047485","IPI","MF"
"4078","LOC105377187",NA,NA,NA
"4079","MGC27382",NA,NA,NA
"4080","TTTY1",NA,NA,NA
"4081","GZF1","GO:0000122","IDA","BP"
"4082","GZF1","GO:0000122","IMP","BP"
"4083","GZF1","GO:0000978","IDA","MF"
"4084","GZF1","GO:0000978","IMP","MF"
"4085","GZF1","GO:0000980","IDA","MF"
"4086","GZF1","GO:0001078","IDA","MF"
"4087","GZF1","GO:0001078","IMP","MF"
"4088","GZF1","GO:0001206","IDA","MF"
"4089","GZF1","GO:0001206","IMP","MF"
"4090","GZF1","GO:0001658","IEA","BP"
"4091","GZF1","GO:0005634","IDA","CC"
"4092","GZF1","GO:0005654","IEA","CC"
"4093","GZF1","GO:0005730","IDA","CC"
"4094","GZF1","GO:0005737","IDA","CC"
"4095","GZF1","GO:0005794","IDA","CC"
"4096","GZF1","GO:0006351","IEA","BP"
"4097","GZF1","GO:0043565","IDA","MF"
"4098","GZF1","GO:0045892","IDA","BP"
"4099","GZF1","GO:0046872","IEA","MF"
"4100","NPM1P10",NA,NA,NA
"4101","HTATSF1","GO:0000166","IEA","MF"
"4102","HTATSF1","GO:0005634","TAS","CC"
"4103","HTATSF1","GO:0005654","IDA","CC"
"4104","HTATSF1","GO:0006351","IEA","BP"
"4105","HTATSF1","GO:0006357","TAS","BP"
"4106","HTATSF1","GO:0019079","TAS","BP"
"4107","HTATSF1","GO:0032784","TAS","BP"
"4108","HTATSF1","GO:0044822","IDA","MF"
"4109","EEF1A1","GO:0000049","IDA","MF"
"4110","EEF1A1","GO:0003746","TAS","MF"
"4111","EEF1A1","GO:0003924","IEA","MF"
"4112","EEF1A1","GO:0005515","IPI","MF"
"4113","EEF1A1","GO:0005525","TAS","MF"
"4114","EEF1A1","GO:0005615","IDA","CC"
"4115","EEF1A1","GO:0005634","IDA","CC"
"4116","EEF1A1","GO:0005730","IDA","CC"
"4117","EEF1A1","GO:0005737","IDA","CC"
"4118","EEF1A1","GO:0005737","ISS","CC"
"4119","EEF1A1","GO:0005737","TAS","CC"
"4120","EEF1A1","GO:0005829","IDA","CC"
"4121","EEF1A1","GO:0005829","TAS","CC"
"4122","EEF1A1","GO:0005853","TAS","CC"
"4123","EEF1A1","GO:0006351","IEA","BP"
"4124","EEF1A1","GO:0006355","IEA","BP"
"4125","EEF1A1","GO:0006412","TAS","BP"
"4126","EEF1A1","GO:0006414","TAS","BP"
"4127","EEF1A1","GO:0010467","TAS","BP"
"4128","EEF1A1","GO:0016020","IDA","CC"
"4129","EEF1A1","GO:0019901","IPI","MF"
"4130","EEF1A1","GO:0030864","IDA","CC"
"4131","EEF1A1","GO:0032587","IDA","CC"
"4132","EEF1A1","GO:0044267","TAS","BP"
"4133","EEF1A1","GO:0044822","IDA","MF"
"4134","EEF1A1","GO:0070062","IDA","CC"
"4135","EEF1A1","GO:0071364","IDA","BP"
"4136","LOC105371910",NA,NA,NA
"4137","ZNF519P1",NA,NA,NA
"4138","LOC646999",NA,NA,NA
"4139","LOC105373309",NA,NA,NA
"4140","LOC105370237",NA,NA,NA
"4141","LOC101928098",NA,NA,NA
"4142","LOC105375161",NA,NA,NA
"4143","LOC105374103",NA,NA,NA
"4144","LOC105374280",NA,NA,NA
"4145","LOC105374506",NA,NA,NA
"4146","TRICY1",NA,NA,NA
"4147","LOC105371587",NA,NA,NA
"4148","MBL1P",NA,NA,NA
"4149","NFE2L1","GO:0000980","IEA","MF"
"4150","NFE2L1","GO:0001190","IEA","MF"
"4151","NFE2L1","GO:0001205","IEA","MF"
"4152","NFE2L1","GO:0003700","TAS","MF"
"4153","NFE2L1","GO:0003712","TAS","MF"
"4154","NFE2L1","GO:0005634","IEA","CC"
"4155","NFE2L1","GO:0005789","IEA","CC"
"4156","NFE2L1","GO:0006366","TAS","BP"
"4157","NFE2L1","GO:0006783","TAS","BP"
"4158","NFE2L1","GO:0006954","TAS","BP"
"4159","NFE2L1","GO:0009653","TAS","BP"
"4160","NFE2L1","GO:0016021","IEA","CC"
"4161","NFE2L1","GO:0030218","IEA","BP"
"4162","NFE2L1","GO:0034599","IEA","BP"
"4163","NFE2L1","GO:0045944","IEA","BP"
"4164","RPL31P56",NA,NA,NA
"4165","RHBDF1P1",NA,NA,NA
"4166","MIR4298",NA,NA,NA
"4167","HMGN1P16",NA,NA,NA
"4168","LOC105373343",NA,NA,NA
"4169","LOC105378116",NA,NA,NA
"4170","RASSF7","GO:0005515","IPI","MF"
"4171","RASSF7","GO:0005737","IEA","CC"
"4172","RASSF7","GO:0005815","IEA","CC"
"4173","RASSF7","GO:0006915","IEA","BP"
"4174","RASSF7","GO:0007165","IEA","BP"
"4175","LOC105373803",NA,NA,NA
"4176","ATP6V1G1P6",NA,NA,NA
"4177","LOC105370836",NA,NA,NA
"4178","C15orf54",NA,NA,NA
"4179","LOC105373044",NA,NA,NA
"4180","NARF-IT1",NA,NA,NA
"4181","LINGO1-AS1",NA,NA,NA
"4182","RNF111","GO:0000209","IEA","BP"
"4183","RNF111","GO:0005515","IPI","MF"
"4184","RNF111","GO:0005634","IDA","CC"
"4185","RNF111","GO:0005654","IDA","CC"
"4186","RNF111","GO:0005654","TAS","CC"
"4187","RNF111","GO:0005730","IDA","CC"
"4188","RNF111","GO:0005737","IDA","CC"
"4189","RNF111","GO:0006351","TAS","BP"
"4190","RNF111","GO:0006367","TAS","BP"
"4191","RNF111","GO:0007179","TAS","BP"
"4192","RNF111","GO:0007389","IEA","BP"
"4193","RNF111","GO:0008270","IEA","MF"
"4194","RNF111","GO:0010467","TAS","BP"
"4195","RNF111","GO:0016567","IMP","BP"
"4196","RNF111","GO:0016874","IEA","MF"
"4197","RNF111","GO:0030511","IEA","BP"
"4198","RNF111","GO:0030579","IEA","BP"
"4199","RNF111","GO:0031398","IEA","BP"
"4200","RNF111","GO:0032184","IDA","MF"
"4201","RNF111","GO:0043234","IEA","CC"
"4202","RNF111","GO:0045893","IMP","BP"
"4203","RNF111","GO:0045944","TAS","BP"
"4204","RNF111","GO:0046332","IEA","MF"
"4205","RNF111","GO:0061630","IMP","MF"
"4206","LINC01300",NA,NA,NA
"4207","MOSPD2","GO:0016020","IDA","CC"
"4208","MOSPD2","GO:0016021","IEA","CC"
"4209","LOC105372051",NA,NA,NA
"4210","VIPR1","GO:0004999","IEA","MF"
"4211","VIPR1","GO:0005515","IPI","MF"
"4212","VIPR1","GO:0005886","TAS","CC"
"4213","VIPR1","GO:0005887","TAS","CC"
"4214","VIPR1","GO:0006936","TAS","BP"
"4215","VIPR1","GO:0006955","TAS","BP"
"4216","VIPR1","GO:0007186","TAS","BP"
"4217","VIPR1","GO:0007187","TAS","BP"
"4218","VIPR1","GO:0007268","TAS","BP"
"4219","VIPR1","GO:0007586","TAS","BP"
"4220","VIPR1","GO:0008284","TAS","BP"
"4221","VIPR1","GO:0043235","IDA","CC"
"4222","LOC105376929",NA,NA,NA
"4223","VN2R15P",NA,NA,NA
"4224","BPIFC","GO:0001530","NAS","MF"
"4225","BPIFC","GO:0005543","NAS","MF"
"4226","BPIFC","GO:0005576","IEA","CC"
"4227","CAMSAP2","GO:0000226","IMP","BP"
"4228","CAMSAP2","GO:0005515","IPI","MF"
"4229","CAMSAP2","GO:0005737","IEA","CC"
"4230","CAMSAP2","GO:0005813","IDA","CC"
"4231","CAMSAP2","GO:0033043","IMP","BP"
"4232","CAMSAP2","GO:0036449","IEA","CC"
"4233","CAMSAP2","GO:0051011","IDA","MF"
"4234","LOC105370699",NA,NA,NA
"4235","EVX1","GO:0003700","TAS","MF"
"4236","EVX1","GO:0005634","IEA","CC"
"4237","EVX1","GO:0009792","IEA","BP"
"4238","EVX1","GO:0021913","IEA","BP"
"4239","EVX1","GO:0043565","IEA","MF"
"4240","EVX1","GO:0045944","IEA","BP"
"4241","SLC28A3","GO:0001882","IEA","MF"
"4242","SLC28A3","GO:0005789","IEA","CC"
"4243","SLC28A3","GO:0005886","TAS","CC"
"4244","SLC28A3","GO:0005887","IEA","CC"
"4245","SLC28A3","GO:0006863","IEA","BP"
"4246","SLC28A3","GO:0015389","IEA","MF"
"4247","SLC28A3","GO:0015390","IEA","MF"
"4248","SLC28A3","GO:0015855","IEA","BP"
"4249","SLC28A3","GO:0015860","IEA","BP"
"4250","SLC28A3","GO:0015864","IEA","BP"
"4251","SLC28A3","GO:0055085","TAS","BP"
"4252","SLC28A3","GO:0072531","IEA","BP"
"4253","CRP","GO:0001666","IEA","BP"
"4254","CRP","GO:0001849","IDA","MF"
"4255","CRP","GO:0005509","IDA","MF"
"4256","CRP","GO:0005515","IPI","MF"
"4257","CRP","GO:0005576","NAS","CC"
"4258","CRP","GO:0005615","IDA","CC"
"4259","CRP","GO:0006953","TAS","BP"
"4260","CRP","GO:0006954","TAS","BP"
"4261","CRP","GO:0006958","IEA","BP"
"4262","CRP","GO:0007568","IEA","BP"
"4263","CRP","GO:0008228","TAS","BP"
"4264","CRP","GO:0010288","IEA","BP"
"4265","CRP","GO:0010628","IDA","BP"
"4266","CRP","GO:0010745","IDA","BP"
"4267","CRP","GO:0010888","IDA","BP"
"4268","CRP","GO:0015485","IEA","MF"
"4269","CRP","GO:0030169","IDA","MF"
"4270","CRP","GO:0030175","IEA","CC"
"4271","CRP","GO:0030426","IEA","CC"
"4272","CRP","GO:0032930","IDA","BP"
"4273","CRP","GO:0033265","TAS","MF"
"4274","CRP","GO:0042060","IEA","BP"
"4275","CRP","GO:0042803","IEA","MF"
"4276","CRP","GO:0045471","IEA","BP"
"4277","CRP","GO:0045908","IDA","BP"
"4278","CRP","GO:0045908","IMP","BP"
"4279","CRP","GO:0050750","IPI","MF"
"4280","CRP","GO:0050830","TAS","BP"
"4281","CRP","GO:0051258","IEA","BP"
"4282","CRP","GO:0070062","IDA","CC"
"4283","CRP","GO:0071277","IEA","BP"
"4284","CRP","GO:1900006","IEA","BP"
"4285","CRP","GO:2000482","IDA","BP"
"4286","WHSC1L1","GO:0005515","IPI","MF"
"4287","WHSC1L1","GO:0005634","IC","CC"
"4288","WHSC1L1","GO:0005654","TAS","CC"
"4289","WHSC1L1","GO:0005694","IEA","CC"
"4290","WHSC1L1","GO:0006325","TAS","BP"
"4291","WHSC1L1","GO:0006351","IEA","BP"
"4292","WHSC1L1","GO:0008270","IEA","MF"
"4293","WHSC1L1","GO:0016571","IDA","BP"
"4294","WHSC1L1","GO:0018024","IDA","MF"
"4295","WHSC1L1","GO:0042800","IEA","MF"
"4296","WHSC1L1","GO:0045892","IEA","BP"
"4297","WHSC1L1","GO:0046976","IEA","MF"
"4298","WHSC1L1","GO:0051568","IEA","BP"
"4299","WHSC1L1","GO:0070734","IEA","BP"
"4300","MARK2P8",NA,NA,NA
"4301","LINC00540",NA,NA,NA
"4302","CASP4","GO:0005737","IBA","CC"
"4303","CASP4","GO:0005739","IDA","CC"
"4304","CASP4","GO:0005783","IDA","CC"
"4305","CASP4","GO:0005789","IEA","CC"
"4306","CASP4","GO:0006508","IEA","BP"
"4307","CASP4","GO:0006915","TAS","BP"
"4308","CASP4","GO:0042981","IEA","BP"
"4309","CASP4","GO:0050727","IBA","BP"
"4310","CASP4","GO:0070059","IMP","BP"
"4311","CASP4","GO:0072557","IBA","CC"
"4312","CASP4","GO:0072559","IBA","CC"
"4313","CASP4","GO:0097169","IBA","CC"
"4314","CASP4","GO:0097193","IMP","BP"
"4315","SPATA12",NA,NA,NA
"4316","TAS2R45","GO:0005886","TAS","CC"
"4317","TAS2R45","GO:0007186","IEA","BP"
"4318","TAS2R45","GO:0016021","IDA","CC"
"4319","LOC101927641",NA,NA,NA
"4320","LOC100131597",NA,NA,NA
"4321","LOC100130101",NA,NA,NA
"4322","LOC105377929",NA,NA,NA
"4323","RNU6ATAC4P",NA,NA,NA
"4324","LOC732226",NA,NA,NA
"4325","CPSF4","GO:0005515","IPI","MF"
"4326","CPSF4","GO:0005654","TAS","CC"
"4327","CPSF4","GO:0005847","IDA","CC"
"4328","CPSF4","GO:0006397","IEA","BP"
"4329","CPSF4","GO:0008270","IEA","MF"
"4330","CPSF4","GO:0019048","TAS","BP"
"4331","CPSF4","GO:0019054","TAS","BP"
"4332","CPSF4","GO:0019058","TAS","BP"
"4333","CPSF4","GO:0044822","IDA","MF"
"4334","CPSF4","GO:0046778","TAS","BP"
"4335","LOC105375402",NA,NA,NA
"4336","LOC102724639",NA,NA,NA
"4337","HNRNPMP2",NA,NA,NA
"4338","SUMO2P4",NA,NA,NA
"4339","LOC105370587",NA,NA,NA
"4340","LOC101929691",NA,NA,NA
"4341","SNORD115-27",NA,NA,NA
"4342","ABCG2","GO:0005215","TAS","MF"
"4343","ABCG2","GO:0005515","IPI","MF"
"4344","ABCG2","GO:0005524","IEA","MF"
"4345","ABCG2","GO:0005634","IDA","CC"
"4346","ABCG2","GO:0005654","IDA","CC"
"4347","ABCG2","GO:0005886","IDA","CC"
"4348","ABCG2","GO:0005886","TAS","CC"
"4349","ABCG2","GO:0006810","TAS","BP"
"4350","ABCG2","GO:0006855","TAS","BP"
"4351","ABCG2","GO:0006879","TAS","BP"
"4352","ABCG2","GO:0008559","TAS","MF"
"4353","ABCG2","GO:0015232","TAS","MF"
"4354","ABCG2","GO:0015886","TAS","BP"
"4355","ABCG2","GO:0016021","IEA","CC"
"4356","ABCG2","GO:0031966","IEA","CC"
"4357","ABCG2","GO:0042493","TAS","BP"
"4358","ABCG2","GO:0042626","TAS","MF"
"4359","ABCG2","GO:0042803","IDA","MF"
"4360","ABCG2","GO:0042908","TAS","BP"
"4361","ABCG2","GO:0044281","TAS","BP"
"4362","ABCG2","GO:0046415","IMP","BP"
"4363","ABCG2","GO:0055085","TAS","BP"
"4364","LINC01128",NA,NA,NA
"4365","CCDC179",NA,NA,NA
"4366","TSSK1A",NA,NA,NA
"4367","HOMER2P2",NA,NA,NA
"4368","MIR6859-1",NA,NA,NA
"4369","MMP25-AS1",NA,NA,NA
"4370","TNIK","GO:0001934","IMP","BP"
"4371","TNIK","GO:0004672","IDA","MF"
"4372","TNIK","GO:0004674","IDA","MF"
"4373","TNIK","GO:0004702","IBA","MF"
"4374","TNIK","GO:0005515","IPI","MF"
"4375","TNIK","GO:0005524","IEA","MF"
"4376","TNIK","GO:0005634","IDA","CC"
"4377","TNIK","GO:0005654","IDA","CC"
"4378","TNIK","GO:0005737","IDA","CC"
"4379","TNIK","GO:0005856","IDA","CC"
"4380","TNIK","GO:0006468","IDA","BP"
"4381","TNIK","GO:0007010","IMP","BP"
"4382","TNIK","GO:0007256","IDA","BP"
"4383","TNIK","GO:0007256","IMP","BP"
"4384","TNIK","GO:0016055","IEA","BP"
"4385","TNIK","GO:0016324","IDA","CC"
"4386","TNIK","GO:0030033","IMP","BP"
"4387","TNIK","GO:0031532","IDA","BP"
"4388","TNIK","GO:0035556","IDA","BP"
"4389","TNIK","GO:0046777","IDA","BP"
"4390","TNIK","GO:0048814","IDA","BP"
"4391","TNIK","GO:0055037","IEA","CC"
"4392","TNIK","GO:0070062","IDA","CC"
"4393","TNIK","GO:0072659","IMP","BP"
"4394","MIR1276",NA,NA,NA
"4395","ABCD4","GO:0005524","NAS","MF"
"4396","ABCD4","GO:0005765","TAS","CC"
"4397","ABCD4","GO:0005777","IDA","CC"
"4398","ABCD4","GO:0005778","IEA","CC"
"4399","ABCD4","GO:0005789","IEA","CC"
"4400","ABCD4","GO:0006766","TAS","BP"
"4401","ABCD4","GO:0006767","TAS","BP"
"4402","ABCD4","GO:0009235","IMP","BP"
"4403","ABCD4","GO:0009235","TAS","BP"
"4404","ABCD4","GO:0016021","NAS","CC"
"4405","ABCD4","GO:0042626","NAS","MF"
"4406","ABCD4","GO:0043190","NAS","CC"
"4407","ABCD4","GO:0044281","TAS","BP"
"4408","ABCD4","GO:0055085","NAS","BP"
"4409","ABCD4","GO:0055085","TAS","BP"
"4410","LOC105371712",NA,NA,NA
